makespan: 72.0 (optimal)
Machine	Job	Operation	Start	Processing	End
1	8	1	0	6	6
1	3	1	6	19	25
1	10	3	33	14	47
1	5	2	49	12	61
1	10	5	65	7	72
2	8	2	6	5	11
2	4	2	16	20	36
2	1	2	36	11	47
2	3	2	47	15	62
2	6	3	62	9	71
3	9	2	5	7	12
3	10	2	14	19	33
3	2	2	33	18	51
3	4	3	51	13	64
4	4	1	0	16	16
4	1	1	16	7	23
4	6	1	24	7	31
4	9	4	31	8	39
4	6	2	39	11	50
4	9	5	50	11	61
5	10	1	0	14	14
5	9	3	14	11	25
5	7	2	30	6	36
5	10	4	47	18	65
6	9	1	0	5	5
6	2	1	5	15	20
6	7	1	20	10	30
6	5	1	30	19	49
6	1	3	49	19	68
